ProjectName,ProjectDeveloper,ProjectOwner,State,County,Latitude,Longitude,Capacity,CurrentPhase,TimelineDays,OnlyCanceled,ArtificialEnd,OperatingDateFirst,PhaseHistory,,,,,,,,,,,,,,,,,,,,,,,
Kansas Municipal Wind,TradeWind Energy,TradeWind Energy,KS,,37.2397,-96.9953,60,Canceled,1880,Yes,No,No,Canceled:5/6/2008,Postponed:1/7/2005,Proposed:3/14/2003,,,,,,,,,,,,,,,,,,,,,
Karankawa Wind Farm,Avangrid Renewables,Avangrid Renewables,TX,San Patricio,28.1391,-97.8136,486,App Pending,903,No,Yes,No,App Pending:5/1/2017,Proposed:5/12/2016,,,,,,,,,,,,,,,,,,,,,,
Kauai Wind,UPC Kauai Wind Power,UPC Kauai Wind Power,HI,Kauai,22.0524,-159.5431,15,Canceled,1347,Yes,No,No,Canceled:12/28/2009,Proposed:4/21/2006,,,,,,,,,,,,,,,,,,,,,,
Kay Wind Farm Project,Kay Wind,Kay Wind,OK,Kay,36.8785,-97.1156,313.95,Operating,916,No,No,No,Operating:12/12/2015,Under Const:1/30/2014,Proposed:6/9/2013,,,,,,,,,,,,,,,,,,,,,
Keechi Wind Farm,Keechi Wind,Keechi Wind,TX,Jack,33.192,-98.1802,110,Operating,423,No,No,No,Operating:1/1/2015,Under Const:12/1/2013,Proposed:11/4/2013,,,,,,,,,,,,,,,,,,,,,
Keenan Wind Farm II,Keenan II Renewable Energy Co,Keenan II Renewable Energy Co,OK,Woodward,36.2808,-99.5031,151.8,Operating,855,No,No,No,Operating:12/22/2010,Under Const:1/8/2010,Proposed:8/19/2008,,,,,,,,,,,,,,,,,,,,,
Keith County Wind,Green Oak Renewables,Green Oak Renewables,NE,Keith,41.1073,-101.6937,10,Canceled,1047,Yes,No,No,Canceled:6/28/2013,Proposed:8/16/2010,,,,,,,,,,,,,,,,,,,,,,
Kelly Creek Wind Farm,Kelly Creek Wind,Kelly Creek Wind,IL,Ford,40.991,-88.2042,184,Operating,530,No,No,No,Operating:12/20/2016,Under Const:7/18/2016,Permitted:8/13/2015,Proposed:7/9/2015,,,,,,,,,,,,,,,,,,,,
Kelly Hills Wind,Gaelectric,Kelly Hills Wind Farm,MT,Sweet Grass,45.822,-110.12,29.9,Canceled,1556,Yes,No,No,Canceled:12/23/2015,Proposed:9/19/2011,,,,,,,,,,,,,,,,,,,,,,
Kelly Lake Windpower Project,EarthFirst Canada,EarthFirst Canada,BC,,51.0413,-121.7889,500,Canceled,2022,Yes,No,No,Canceled:12/29/2014,Postponed:11/24/2011,Proposed:6/16/2009,,,,,,,,,,,,,,,,,,,,,
Kemptown COMFIT Wind Project,Affinity Wind,Affinity Wind,NS,,45.4562,-63.0913,4.99,Proposed,1479,No,Yes,No,Proposed:10/14/2014,,,,,,,,,,,,,,,,,,,,,,,
Kenowa Ridge Wind Energy Project,Sempra Renewables,Sempra Renewables,MI,Muskegon,43.23,-85.79,100,Proposed,93,No,Yes,No,Proposed:7/31/2018,,,,,,,,,,,,,,,,,,,,,,,
Kent Breeze Wind Farm,TransAlta,TransAlta,ON,,42.5388,-82.039,20,Operating,376,No,No,No,Operating:5/12/2011,Under Const:11/11/2010,Proposed:5/1/2010,,,,,,,,,,,,,,,,,,,,,
Kent Hills Wind Farm,TransAlta,TransAlta,NB,,45.8084,-64.8862,96,Operating,712,No,No,No,Operating:11/21/2010,Proposed:1/11/2010,Feasibility:1/5/2009,Operating:12/31/2008,Testing:11/1/2008,Under Const:10/12/2007,Proposed:1/19/2007,,,,,,,,,,,,,,,,,
Kenyon Wind (MN),Kenyon Wind,Kenyon Wind,MN,Goodhue,44.2615,-92.9274,18.9,Canceled,2104,Yes,No,No,Canceled:5/25/2012,Postponed:12/14/2010,Permitted:6/14/2007,App Pending:8/23/2006,Proposed:8/21/2006,,,,,,,,,,,,,,,,,,,
Kettles Hill,Kettles Hill Wind Energy,Kettles Hill Wind Energy,AB,,49.5191,-113.8196,9,Operating,1773,No,No,No,Operating:7/1/2007,Testing:2/1/2007,Under Const:11/6/2006,Operating:3/1/2006,Testing:2/1/2006,Under Const:7/12/2005,Permitted:11/30/2004,App Pending:9/2/2003,Proposed:4/23/2001,,,,,,,,,,,,,,,
Keyes Wind Farm (OK),Generation Energy,Generation Energy,OK,Cimarron,36.8263,-102.2511,80,Canceled,2108,Yes,No,No,Canceled:12/23/2014,Proposed:3/16/2009,,,,,,,,,,,,,,,,,,,,,,
Keystone Wind Project,FirstEnergy,FirstEnergy,PA,Somerset,40.0085,-79.0777,25,Canceled,1090,Yes,No,No,Canceled:6/24/2010,Postponed:12/17/2008,Proposed:6/30/2007,,,,,,,,,,,,,,,,,,,,,
Kibby Wind Power,Helix Maine Wind Development,Helix Maine Wind Development,ME,Franklin,45.346,-70.5549,66,Canceled,1520,No,No,No,Canceled:11/15/2012,Permitted:1/5/2011,Operating:11/1/2010,Operating:10/30/2009,Testing:10/16/2009,Under Const:10/9/2009,Under Const:1/17/2009,Permitted:1/14/2008,App Pending:1/8/2007,Proposed:9/1/2005,,,,,,,,,,,,,,
Kidder County Wind Farm,Kidder County Wind Farm,Kidder County Wind Farm,ND,Kidder,46.8452,-99.9,350.4,Canceled,1506,Yes,No,No,Canceled:7/1/2014,Postponed:6/29/2013,Proposed:5/17/2010,,,,,,,,,,,,,,,,,,,,,
Kidder Hill Community Wind,Kidder Hill Community Wind,Kidder Hill Community Wind,VT,Orleans,44.8148,-72.3236,5,Canceled,936,Yes,No,No,Canceled:2/28/2018,Proposed:8/7/2015,,,,,,,,,,,,,,,,,,,,,,
Kildare Cape Wind Farm,Ventus Energy,Ventus Energy,PE,,46.9,-63.9833,10,Canceled,750,Yes,No,No,Canceled:1/6/2009,Postponed:9/26/2007,Proposed:12/18/2006,,,,,,,,,,,,,,,,,,,,,
Kimball Wind Project,Kimball Wind,Kimball Wind,NE,Kimball,41.276,-103.694,30,Operating,525,No,No,No,Operating:6/1/2018,Under Const:4/1/2018,Proposed:12/23/2016,,,,,,,,,,,,,,,,,,,,,
Kimberly Run Wind Farm,Kimberly Run,Kimberly Run,PA,,39.9348,-79.0253,80,App Pending,1525,No,Yes,No,App Pending:8/1/2017,Proposed:8/29/2014,,,,,,,,,,,,,,,,,,,,,,
King Mountain Wind Ranch 1,FPL Energy Upton Wind,FPL Energy Upton Wind I,TX,Upton,31.2213,-102.1607,278.2,Operating,464,No,No,No,Operating:12/1/2001,Under Const:3/1/2001,Proposed:8/24/2000,,,,,,,,,,,,,,,,,,,,,
King Pine Wind,Pattern Energy Group,Pattern Energy Group,ME,Aroostook,46.7971,-68.4786,600,Proposed,1004,No,Yes,No,Proposed:2/1/2016,,,,,,,,,,,,,,,,,,,,,,,
Kingdom Community Wind,Green Mountain Power,Green Mountain Power,VT,Orleans,44.7486,-72.4419,63,Operating,1390,No,No,No,Operating:11/1/2012,Testing:9/1/2012,Under Const:12/22/2011,Site Prep:9/6/2011,Permitted:5/31/2011,Proposed:1/11/2009,,,,,,,,,,,,,,,,,,
Kingfisher Wind Farm,Kingfisher Wind,Kingfisher Wind,OK,Kingfisher,35.7352,-97.8234,298,Operating,1343,No,No,No,Operating:4/28/2016,Under Const:2/13/2015,Proposed:8/24/2012,,,,,,,,,,,,,,,,,,,,,
Kingman Wind,Gamesa Wind US,Kingman Energy,AZ,Mohave,35.1461,-114.0675,10,Canceled,2665,No,No,No,Canceled:7/19/2018,Canceled:5/17/2018,Operating:9/18/2011,Operating:7/19/2011,Under Const:1/10/2011,Proposed:12/23/2010,Proposed:5/31/2008,Proposed:4/3/2008,Canceled:6/11/2007,Canceled:2/6/2006,Proposed:4/1/2004,,,,,,,,,,,,,
Kingman Wind Energy Center,Kingman Wind Energy I,Kingman Wind Energy I,KS,Kingman,37.5929,-98.2293,206.6,Operating,354,No,No,No,Operating:12/19/2016,Under Const:7/12/2016,Proposed:12/31/2015,,,,,,,,,,,,,,,,,,,,,
Kiskatinaw Ridge Wind,Aeolis Wind Power,Aeolis Wind Power,BC,,55.4833,-120.3167,80,Canceled,2116,Yes,No,No,Canceled:7/18/2011,Postponed:10/3/2007,Proposed:10/1/2005,,,,,,,,,,,,,,,,,,,,,
Kit Carson Windpower Project,Kit Carson Windpower,Kit Carson Windpower,CO,Kit Carson,39.3656,-102.3213,51,Operating,511,No,No,No,Operating:11/29/2010,Under Const:9/30/2009,Proposed:7/6/2009,,,,,,,,,,,,,,,,,,,,,
Kittitas Valley Wind,Sagebrush Power Partners,Sagebrush Power Partners,WA,,47.1558,-120.6904,181.5,Operating,3272,No,No,No,Operating:12/17/2010,Testing:12/1/2010,Under Const:6/1/2010,Permitted:9/18/2007,App Pending:10/23/2005,Postponed:9/23/2004,App Pending:1/14/2003,Proposed:1/1/2002,,,,,,,,,,,,,,,,
Klondike II,Klondike Wind Power II,Klondike Wind Power II,OR,Sherman,45.5946,-120.5881,75,Operating,1354,No,No,No,Operating:8/1/2005,Testing:7/1/2005,Under Const:4/21/2005,Proposed:11/16/2001,,,,,,,,,,,,,,,,,,,,
Klondike III,Klondike Wind Power III,Klondike Wind Power III,OR,Sherman,45.5906,-120.5273,223.6,Operating,1024,No,No,No,Operating:9/23/2008,Under Const:7/1/2008,Proposed:5/1/2008,Operating:11/30/2007,Testing:11/1/2007,Under Const:11/9/2006,Permitted:6/30/2006,App Pending:5/13/2005,Proposed:2/9/2005,,,,,,,,,,,,,,,
Knolls Flats Wind,Energy of Utah,Energy of Utah,UT,Tooele,40.7258,-113.1366,1000,Canceled,1746,Yes,No,No,Canceled:10/13/2017,Postponed:1/16/2017,Proposed:1/1/2013,,,,,,,,,,,,,,,,,,,,,
Kruger Port Alma Wind,Kruger,Kruger,ON,,42.1962,-82.2326,103.4,Operating,1037,No,No,No,Operating:7/6/2011,Testing:9/1/2010,Under Const:5/18/2010,Operating:9/23/2008,Proposed:8/12/2008,Testing:7/1/2008,Under Const:4/1/2008,Site Prep:5/1/2007,Permitted:1/3/2007,App Pending:12/20/2006,Proposed:11/21/2005,,,,,,,,,,,,,
Kumeyaay Wind Project,Kumeyaay Wind,Kumeyaay Wind,CA,San Diego,32.7216,-116.3439,50,Canceled,450,No,No,No,Canceled:6/28/2011,Postponed:12/28/2007,Proposed:12/27/2006,Operating:12/28/2005,Under Const:8/29/2005,Proposed:10/4/2004,,,,,,,,,,,,,,,,,,
Kwesawek Wind Farm,Kwesawek Energy,Kwesawek Energy,NB,,45.996,-64.4768,26,Canceled,1090,Yes,No,No,Canceled:12/30/2009,Proposed:1/5/2007,,,,,,,,,,,,,,,,,,,,,,
la Crosse Farms,TradeWind Energy,TradeWind Energy,IN,Porter,41.2377,-86.9683,200,Canceled,1401,Yes,No,No,Canceled:6/25/2012,Proposed:8/24/2008,,,,,,,,,,,,,,,,,,,,,,
LA Joya,Avangrid Renewables,Avangrid Renewables,NM,Torrance,34.81,-105.74,400,Under Const,549,No,Yes,No,Under Const:8/1/2017,Proposed:5/1/2017,,,,,,,,,,,,,,,,,,,,,,
LA Julia Wind Farm,Windmar Renewable Energy,Windmar Renewable Energy,PR,Dorado Municipio,18.459,-66.236,46,Canceled,940,Yes,No,No,Canceled:9/3/2014,Postponed:10/2/2013,Proposed:2/6/2012,,,,,,,,,,,,,,,,,,,,,
La Rumorosa Wind Energy Park,Turbopower Services,Turbopower Services,BCN,,32.4997,-116.0911,10,Proposed,210,No,No,No,Proposed:10/11/2011,Operating:11/19/2009,Proposed:4/23/2009,,,,,,,,,,,,,,,,,,,,,
La Sierrita Wind,La Sierrita Wind,La Sierrita Wind,NM,San Miguel,35.6202,-105.0677,75,Canceled,2702,Yes,No,No,Canceled:4/6/2016,Postponed:6/28/2013,Proposed:12/12/2010,Postponed:6/9/2010,Proposed:11/12/2008,,,,,,,,,,,,,,,,,,,
La Venta II,Comision Federal de Electricidad,Comision Federal de Electricidad,OAX,,16.5815,-94.8263,83.3,Operating,769,No,No,No,Operating:1/17/2012,Under Const:5/10/2010,Permitted:3/5/2009,Postponed:11/16/2007,Operating:3/29/2007,Proposed:6/30/2006,Under Const:9/7/2005,Proposed:2/18/2005,,,,,,,,,,,,,,,,
La Venta III,Energias Renovables Venta III SA de CV,Energias Renovables Venta III SA de CV,OAX,,16.5835,-94.7193,102.85,Operating,1168,No,No,No,Operating:10/3/2012,Proposed:7/23/2009,,,,,,,,,,,,,,,,,,,,,,
La Ventosa Wind,Comision Federal de Electricidad,Comision Federal de Electricidad,OAX,,16.5417,-94.96,79.9,Operating,703,No,No,No,Operating:1/22/2009,Under Const:4/1/2008,Site Prep:12/10/2007,Proposed:2/19/2007,,,,,,,,,,,,,,,,,,,,
Lac Alfred Wind Farm,St Laurent Energies,St Laurent Energies,QC,,48.4008,-67.707,150,Operating,1720,No,No,No,Operating:8/31/2013,Operating:1/21/2013,Under Const:7/1/2011,Proposed:5/7/2008,,,,,,,,,,,,,,,,,,,,
LaGrange County Wind,Pioneer Wind Energy,Pioneer Wind Energy,IN,Lagrange,41.5964,-85.544,100,Canceled,1709,Yes,No,No,Canceled:12/27/2013,Postponed:6/26/2013,Proposed:4/23/2009,,,,,,,,,,,,,,,,,,,,,
Lake Andes Wind Facility,Pioneer Energy,Pioneer Energy,SD,Charles Mix,43.1521,-98.5774,99,Canceled,1471,Yes,No,No,Canceled:12/20/2016,Postponed:10/1/2015,Proposed:12/10/2012,,,,,,,,,,,,,,,,,,,,,
Lake Country Wind Energy,Lake Country Wind Energy,Lake Country Wind Energy,MN,Kandiyohi,45.1496,-94.7975,41,Canceled,2687,Yes,No,No,Canceled:6/30/2016,Permitted:1/27/2011,App Pending:8/4/2010,Proposed:2/20/2009,Feasibility:9/6/2008,,,,,,,,,,,,,,,,,,,
Lake Erie Offshore (Samsung),Samsung Heavy Industries,Samsung Heavy Industries,ON,Offshore,42.7774,-79.7624,500,Canceled,1807,Yes,No,No,Canceled:9/9/2014,Postponed:2/11/2011,Proposed:9/28/2009,,,,,,,,,,,,,,,,,,,,,
Lake Erie Project,Positive Power Coop,Positive Power Coop,ON,,42.8569,-79.622,3,Canceled,755,Yes,No,No,Canceled:8/31/2009,Postponed:2/6/2009,Proposed:8/7/2007,,,,,,,,,,,,,,,,,,,,,
Lake Fork Wind Farm,Lake Fork Wind Farm,Lake Fork Wind Farm,IL,Macon,40.0258,-89.1055,23,Proposed,458,No,Yes,No,Proposed:7/31/2017,,,,,,,,,,,,,,,,,,,,,,,
Lake Huron Wind Project,Huron Wind,Huron Wind,ON,,44.3154,-81.5466,9,Operating,619,No,No,No,Operating:11/29/2002,Under Const:7/11/2002,Proposed:3/20/2001,,,,,,,,,,,,,,,,,,,,,
Lake St Clair East Wind Farm,GDF SUEZ Canada,Mit Renewables,ON,,42.4543,-82.3826,99,Canceled,2150,No,No,No,Canceled:12/12/2014,Proposed:9/4/2014,Operating:5/31/2013,Testing:3/14/2013,Under Const:12/7/2010,Permitted:4/2/2008,Proposed:7/12/2007,,,,,,,,,,,,,,,,,
Lake Winds Energy Park,Outland Energy Services,Consumers Energy Co,MI,Mason,43.8798,-86.3536,100.8,Operating,1030,No,No,No,Operating:11/23/2012,Testing:9/22/2012,Under Const:12/27/2011,Site Prep:11/7/2011,Permitted:7/7/2011,Proposed:1/28/2010,,,,,,,,,,,,,,,,,,
Lakefield Wind Project,LWP Lessee,Lakefield Wind Project,MN,Jackson,43.6634,-95.1466,205.5,Operating,1082,No,No,No,Operating:10/18/2011,Under Const:9/1/2010,Site Prep:5/24/2010,Permitted:12/11/2009,App Pending:6/1/2009,Proposed:10/31/2008,,,,,,,,,,,,,,,,,,
Lakeside Breezes,Wind Works Power,Wind Works Power,ON,,42.8513,-81.2543,10,Canceled,1443,Yes,No,No,Canceled:11/26/2013,Proposed:12/14/2009,,,,,,,,,,,,,,,,,,,,,,
Lakewind Bervie Community Wind Farm,Windshare,Windshare,ON,,43.7125,-81.7162,20,Canceled,3334,Yes,No,No,Canceled:10/29/2015,Postponed:9/22/2014,Proposed:9/12/2006,,,,,,,,,,,,,,,,,,,,,
Lakota Ridge,Energy Operations Group,Lakota Ridge,MN,Lincoln,44.4,-96.4348,11.2,Operating,821,No,No,No,Operating:4/1/1999,Permitted:7/11/1997,Proposed:12/31/1996,,,,,,,,,,,,,,,,,,,,,
Lamar Plant,Lamar Utilities Board,Lamar Utilities Board,CO,Prowers,38.0921,-102.6149,4.2,Operating,1109,No,No,No,Operating:5/5/2009,Operating:3/24/2009,Testing:9/1/2008,Under Const:7/24/2006,App Pending:12/30/2004,Operating:3/1/2004,Operating:2/15/2004,Under Const:12/15/2003,Proposed:6/16/2003,Proposed:6/6/2003,Proposed:2/1/2001,,,,,,,,,,,,,
Lameque Island Wind,Acciona Wind Energy Canada,Acciona Wind Energy Canada,NB,,47.8409,-64.6235,45,Operating,1157,No,No,No,Operating:3/25/2011,Proposed:2/25/2010,Postponed:3/20/2009,Proposed:1/23/2008,,,,,,,,,,,,,,,,,,,,
Lancaster Farm,Lancaster Wind Farm,Lancaster Wind Farm,IL,Stephenson,42.3477,-89.5613,80,Canceled,3331,Yes,No,No,Canceled:5/1/2012,Postponed:5/6/2011,Permitted:2/1/2011,Proposed:8/5/2009,Postponed:8/28/2008,Permitted:11/30/2006,Proposed:3/19/2003,,,,,,,,,,,,,,,,,
Langdon Wind Energy Center,Langdon Renewables,Langdon Renewables,ND,Cavalier,48.6259,-98.3102,159,Operating,699,No,No,No,Operating:9/1/2008,Under Const:5/13/2008,Permitted:5/7/2008,Operating:12/1/2007,Proposed:10/25/2007,Under Const:7/1/2007,Permitted:5/31/2007,App Pending:2/7/2007,Proposed:1/1/2006,,,,,,,,,,,,,,,
Lansing Board of Water & Light Wind Farm,Lansing Board of Water & Light,Lansing Board of Water & Light,MI,Gratiot,43.287,-84.639,19.2,Operating,460,No,No,No,Operating:12/16/2014,Under Const:9/24/2014,Proposed:9/12/2013,,,,,,,,,,,,,,,,,,,,,
Lapeer County Wind Farm,DTE Energy Co,DTE Energy Co,MI,Lapeer,43.1626,-83.1506,150,Proposed,253,No,Yes,No,Proposed:2/21/2018,,,,,,,,,,,,,,,,,,,,,,,
Larch Mountain Wind,Evergreen Wind Power Partners,Evergreen Wind Power Partners,WA,Clark,45.7157,-122.2976,58.5,Canceled,1288,Yes,No,No,Canceled:12/1/2011,Postponed:5/23/2009,Proposed:5/22/2008,,,,,,,,,,,,,,,,,,,,,
Laredo Ridge Wind,Laredo Ridge Wind,Laredo Ridge Wind,NE,Boone,41.8774,-98.0391,81,Operating,536,No,No,No,Operating:2/1/2011,Testing:12/28/2010,Under Const:1/26/2010,Proposed:8/14/2009,,,,,,,,,,,,,,,,,,,,
Lasalle Township Wind,Wind Farm Energy,Wind Farm Energy,MI,Monroe,41.8329,-83.4171,7,Canceled,843,Yes,No,No,Canceled:6/1/2011,Postponed:1/4/2011,Proposed:2/8/2009,,,,,,,,,,,,,,,,,,,,,
Latigo Wind Park,Latigo Wind Park,Latigo Wind Park,UT,San Juan,37.8714,-109.3429,60,Operating,3715,No,No,No,Operating:3/4/2016,Under Const:9/9/2015,Permitted:10/4/2012,App Pending:1/1/2011,Proposed:1/1/2006,,,,,,,,,,,,,,,,,,,
Laurel Hill Wind Farm,Laurel Hill Wind Energy,Laurel Hill Wind Energy,PA,Lycoming,41.5158,-77.0819,69,Operating,3476,No,No,No,Operating:9/1/2012,Under Const:8/1/2011,Permitted:9/30/2008,Proposed:2/8/2008,Postponed:5/25/2007,App Pending:1/14/2005,Proposed:2/25/2003,,,,,,,,,,,,,,,,,
Laurel Mountain (CA) Wind Project,LH Renewables,LH Renewables,CA,Kern,35.5613,-117.8993,325,Canceled,544,Yes,No,No,Canceled:3/17/2015,Proposed:9/19/2013,,,,,,,,,,,,,,,,,,,,,,
Laurel Mountain Wind Project,AES Laurel Mountain,AES Laurel Mountain,WV,Randolph,38.9706,-79.8977,97.6,Canceled,1512,No,No,No,Canceled:6/11/2018,Proposed:12/15/2017,Operating:10/28/2011,Under Const:8/4/2011,Operating:6/30/2011,Under Const:8/6/2010,Proposed:7/28/2010,Permitted:11/26/2008,Proposed:5/10/2007,,,,,,,,,,,,,,,
Laurel Wind Farm,MidAmerican Energy Co,MidAmerican Energy Co,IA,Marshall,41.8917,-92.9821,121,Operating,525,No,No,No,Operating:12/1/2011,Under Const:6/9/2011,Proposed:6/24/2010,,,,,,,,,,,,,,,,,,,,,
Laurel Wind Farm (The),Schneider Power,Schneider Power,ON,,43.9504,-80.2097,10,Canceled,548,Yes,No,No,Canceled:8/28/2008,Proposed:2/27/2007,,,,,,,,,,,,,,,,,,,,,,
Lava Beds Wind Farm,Reunion Power,GE Energy Financial Services,ID,Bingham,43.3153,-112.6865,18,Canceled,2492,Yes,No,No,Canceled:8/17/2012,Under Const:8/24/2010,Site Prep:6/1/2010,Postponed:5/19/2009,Proposed:10/21/2005,,,,,,,,,,,,,,,,,,,
Le Plateau Wind Farm,Boralex,Boralex,QC,,48.034,-67.466,138.6,Operating,1426,No,No,No,Operating:12/12/2014,Under Const:12/17/2013,Operating:4/2/2012,Under Const:5/17/2011,Proposed:12/27/2010,Permitted:11/20/2009,Proposed:5/7/2008,,,,,,,,,,,,,,,,,
Leaning Juniper 1,enXco Service,PacifiCorp,OR,Gilliam,45.6661,-120.1822,100.5,Operating,754,No,No,No,Operating:3/15/2011,Operating:3/1/2011,Testing:12/1/2010,Under Const:7/27/2010,Site Prep:3/1/2010,Site Prep:2/1/2010,Proposed:10/22/2008,Operating:10/1/2006,Testing:9/1/2006,Under Const:5/24/2006,App Pending:2/1/2006,Proposed:9/7/2004,,,,,,,,,,,,
Ledge Wind Energy,Ledge Wind Energy,Ledge Wind Energy,WI,Brown,44.2957,-88.0015,150,Canceled,464,Yes,No,No,Canceled:3/21/2011,Proposed:12/12/2009,App Pending:10/29/2009,,,,,,,,,,,,,,,,,,,,,
Leila Lakes Wind,Leila Lakes Wind Energy Facility,Leila Lakes Wind Energy Facility,TX,Donley,34.8517,-100.6609,10,Canceled,1644,Yes,No,No,Canceled:12/31/2013,Postponed:10/22/2013,Proposed:2/27/2012,Postponed:7/14/2010,Postponed:3/2/2010,Proposed:7/1/2009,,,,,,,,,,,,,,,,,,
Leipsic Wind Farm,Avangrid Renewables,Avangrid Renewables,OH,Putnam,41.1365,-83.9847,150,App Pending,2161,No,Yes,No,App Pending:9/20/2017,Postponed:7/13/2014,Proposed:12/1/2012,,,,,,,,,,,,,,,,,,,,,
Lempster Mountain Wind,Lempster Wind,Lempster Wind,NH,Sullivan,43.233,-72.1454,24,Operating,2073,No,No,No,Operating:2/2/2009,Testing:12/1/2008,Under Const:9/3/2008,Permitted:6/28/2007,App Pending:9/9/2006,Proposed:6/1/2003,,,,,,,,,,,,,,,,,,
Lenorah Wind Farm,Wind Tex Energy,Wind Tex Energy,TX,Martin,32.3028,-101.9497,251,Canceled,989,Yes,No,No,Canceled:5/17/2010,Proposed:9/1/2007,,,,,,,,,,,,,,,,,,,,,,
Lep,Prelude,Prelude,SD,Tripp,43.13,-99.089,19.4,Proposed,107,No,Yes,No,Proposed:7/17/2018,,,,,,,,,,,,,,,,,,,,,,,
Les Mechins,Cartier Wind Energy,Cartier Wind Energy,QC,,49.0216,-66.9266,150,Canceled,2425,Yes,No,No,Canceled:12/31/2009,Postponed:8/27/2008,Proposed:5/12/2003,,,,,,,,,,,,,,,,,,,,,
Lesueur County Wind Farm (MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,MN,Le Sueur,44.5018,-93.8794,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,,,,,,,,,,,,,,,,,,,,
Lewandowski Wind Farm,Lewandowski Farms,Lewandowski Farms,ID,Elmore,43.2423,-115.9579,0.324,Operating,92,No,No,No,Operating:1/1/2003,Proposed:10/1/2002,,,,,,,,,,,,,,,,,,,,,,
Liberty Gap,Liberty Gap Wind Force,Liberty Gap Wind Force,WV,Pendleton,38.524,-79.4281,100,Canceled,1580,Yes,No,No,Canceled:7/16/2007,Postponed:6/22/2007,App Pending:12/7/2005,Proposed:1/3/2005,App Pending:11/18/2004,Proposed:3/19/2003,,,,,,,,,,,,,,,,,,
Lighthouse Wind,Niagara Renewables,Niagara Renewables,NY,Niagara,43.3344,-78.5383,200,Proposed,1543,No,Yes,No,Proposed:8/11/2014,,,,,,,,,,,,,,,,,,,,,,,
Lime Energy Wind Project,Joseph Millworks,Joseph Millworks,OR,Baker,44.4233,-117.2662,3,Operating,1365,No,No,No,Operating:12/1/2011,Under Const:7/1/2011,Site Prep:7/1/2009,Proposed:3/6/2008,,,,,,,,,,,,,,,,,,,,
Limon Wind Energy Center,NextEra Energy Resources,Limon Wind,CO,Lincoln,39.3449,-103.5746,400,Operating,490,No,No,No,Operating:10/6/2014,Testing:9/19/2014,Under Const:4/21/2014,Permitted:12/30/2013,Operating:10/29/2012,Under Const:8/16/2012,Proposed:6/27/2011,,,,,,,,,,,,,,,,,
Lincoln Electric Wind (OH),Lincoln Electric Co,Lincoln Electric Co,OH,Cuyahoga,41.5867,-81.5204,2.5,Operating,63,No,No,No,Operating:6/27/2011,Proposed:4/25/2011,,,,,,,,,,,,,,,,,,,,,,
Lincoln Land Wind,American Wind Energy Management,Oak Creek Energy System II,IL,Morgan,39.8002,-89.9172,300,Postponed,1975,Yes,No,No,Postponed:8/1/2017,Canceled:9/19/2014,Permitted:7/1/2011,Proposed:10/21/2010,Proposed:4/23/2009,,,,,,,,,,,,,,,,,,,
Lincoln Wind Energy Facility,Wisconsin Public Service,Wisconsin Public Service,WI,Kewaunee,44.6111,-87.5587,9.2,Operating,26,No,No,No,Operating:6/26/1999,Proposed:5/31/1999,,,,,,,,,,,,,,,,,,,,,,
Lindahl Wind Project,Lindahl Wind Project,Lindahl Wind Project,ND,Williams,48.4082,-102.9208,150,Operating,848,No,No,No,Operating:4/27/2017,Testing:3/1/2017,Under Const:5/18/2016,Proposed:12/31/2014,,,,,,,,,,,,,,,,,,,,
Linden Ranch Wind,Northwest Wind Partners,Northwest Wind Partners,WA,,45.7486,-120.7886,50,Operating,1173,No,No,No,Operating:5/25/2010,Under Const:10/19/2009,Proposed:3/9/2007,,,,,,,,,,,,,,,,,,,,,
Lindig Wind,David Lindig,David Lindig,MN,Otter Tail,46.2194,-96.1839,0.002,Operating,7,No,No,No,Operating:7/1/2008,Proposed:6/24/2008,,,,,,,,,,,,,,,,,,,,,,
LIPA Con Edison Offshore Wind,Long Island Power Authority,Consolidated Edison Co of New York,NY,Offshore,40.3793,-73.7547,440,Proposed,3513,No,Yes,No,Proposed:11/8/2015,Postponed:7/3/2014,Proposed:3/20/2009,,,,,,,,,,,,,,,,,,,,,
LIPA Offshore Wind Project,NextEra Energy Resources,NextEra Energy Resources,NY,Offshore,40.5554,-73.8381,140,Canceled,1225,Yes,No,No,Canceled:10/3/2007,App Pending:4/26/2005,Proposed:5/26/2004,Feasibility:1/22/2003,,,,,,,,,,,,,,,,,,,,
Little Cedar,Goldwind USA,Buffalo Center Wind,IA,Mitchell,43.384,-92.76,1.5,Operating,878,No,No,No,Operating:12/31/2011,Proposed:8/5/2009,,,,,,,,,,,,,,,,,,,,,,
Little Elk Wind Project,Little Elk Wind Project,Little Elk Wind Project,OK,,35.1019,-98.9728,74,Operating,536,No,No,No,Operating:12/18/2015,Under Const:3/24/2015,Proposed:6/30/2014,,,,,,,,,,,,,,,,,,,,,
Little Pringle Wind Farm,DeWind SWI Wind Farms,DeWind SWI Wind Farms,TX,Hutchinson,35.9394,-101.5409,20,Operating,821,No,No,No,Operating:10/29/2010,Under Const:9/17/2008,Proposed:7/30/2008,,,,,,,,,,,,,,,,,,,,,
